EmpID,Age,AgeGroup,Attrition,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MonthlyIncome,SalarySlab,NumCompaniesWorked,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,AttritionRate
243,30,26-35,No,Sales,15,1,Marketing,Male,Sales Executive,3,7577,5k-10k,5,No,32,3,3,
244,33,26-35,No,Human Resources,6,4,Human Resources,Female,Human Resources,3,13204,10k-15k,2,No,5,18,0,
245,28,26-35,No,Research & Development,21,2,Other,Male,Research Scientist,3,19751,15k+,6,Yes,0,13,4,
246,56,55+,Yes,Human Resources,26,3,Other,Female,Human Resources,4,1277,Upto 5k,6,No,29,14,6,
247,51,46-55,Yes,Research & Development,17,3,Human Resources,Female,Healthcare Representative,3,14013,10k-15k,1,No,4,21,8,
248,35,26-35,No,Human Resources,17,2,Life Sciences,Female,Manager,3,9557,5k-10k,2,Yes,31,18,8,
249,42,36-45,No,Research & Development,19,2,Marketing,Male,Manufacturing Director,4,2157,Upto 5k,5,No,10,35,5,
250,48,46-55,No,Research & Development,18,2,Other,Female,Research Scientist,1,5192,5k-10k,3,No,14,16,13,
251,34,26-35,No,Research & Development,16,1,Other,Male,Healthcare Representative,4,10635,10k-15k,3,Yes,24,29,9,
252,27,26-35,No,Research & Development,19,4,Medical,Female,Research Scientist,2,5501,5k-10k,1,No,21,12,5,
253,18,18-25,Yes,Research & Development,25,2,Human Resources,Male,Research Scientist,4,15812,15k+,1,Yes,39,17,13,
254,48,46-55,Yes,Research & Development,7,3,Life Sciences,Female,Manufacturing Director,2,13560,10k-15k,0,Yes,40,0,7,
255,37,36-45,No,Human Resources,19,3,Medical,Male,Manager,1,5224,5k-10k,4,No,29,6,16,
256,26,26-35,No,Research & Development,7,2,Technical Degree,Male,Manufacturing Director,2,12230,10k-15k,3,Yes,13,1,18,
257,25,18-25,No,Human Resources,21,3,Human Resources,Male,Human Resources,1,13012,10k-15k,1,Yes,3,2,13,
258,25,18-25,No,Research & Development,5,2,Other,Male,Manufacturing Director,3,18933,15k+,6,Yes,33,16,4,
259,50,46-55,Yes,Research & Development,4,4,Medical,Male,Research Scientist,3,4857,Upto 5k,8,Yes,22,18,9,
260,53,46-55,No,Sales,16,3,Medical,Male,Sales Executive,1,17264,15k+,1,Yes,36,13,4,
261,22,18-25,No,Sales,15,3,Marketing,Female,Manager,1,4319,Upto 5k,1,Yes,2,16,11,
262,45,36-45,No,Human Resources,29,1,Life Sciences,Male,Manager,2,4797,Upto 5k,5,No,28,6,8,
263,41,36-45,Yes,Human Resources,13,4,Marketing,Female,Human Resources,4,12230,10k-15k,6,Yes,7,8,1,
264,44,36-45,No,Sales,6,5,Technical Degree,Female,Sales Executive,1,16816,15k+,2,No,31,7,13,
265,22,18-25,Yes,Research & Development,28,5,Other,Male,Research Scientist,3,9572,5k-10k,8,Yes,27,15,15,
266,27,26-35,Yes,Research & Development,21,2,Human Resources,Female,Manufacturing Director,4,19295,15k+,2,Yes,31,20,7,
267,21,18-25,No,Research & Development,13,4,Medical,Male,Healthcare Representative,4,17611,15k+,7,No,5,14,14,
268,49,46-55,No,Research & Development,2,5,Human Resources,Male,Research Scientist,1,1582,Upto 5k,9,No,32,6,6,
269,39,36-45,No,Human Resources,28,4,Marketing,Female,Manager,3,12906,10k-15k,7,Yes,6,3,0,
270,58,55+,No,Research & Development,23,1,Life Sciences,Male,Healthcare Representative,4,10567,10k-15k,2,No,6,16,6,
271,43,36-45,No,Sales,7,3,Life Sciences,Female,Sales Executive,1,8064,5k-10k,9,Yes,28,29,18,
272,49,46-55,No,Human Resources,18,4,Human Resources,Female,Human Resources,2,1142,Upto 5k,9,Yes,8,6,12,
273,50,46-55,No,Human Resources,23,2,Marketing,Female,Manager,3,13604,10k-15k,4,No,8,8,13,
274,53,46-55,No,Human Resources,7,2,Human Resources,Female,Manager,3,11286,10k-15k,2,Yes,32,34,10,
275,40,36-45,No,Human Resources,22,4,Other,Female,Human Resources,4,19424,15k+,0,Yes,1,24,4,
276,21,18-25,No,Sales,6,3,Other,Female,Manager,2,7550,5k-10k,0,No,13,17,1,
277,24,18-25,No,Research & Development,18,4,Medical,Female,Manufacturing Director,1,19411,15k+,6,No,26,14,17,
278,34,26-35,No,Sales,28,4,Medical,Female,Sales Executive,2,7654,5k-10k,3,No,28,11,2,
279,50,46-55,Yes,Sales,9,5,Marketing,Male,Sales Executive,2,4910,Upto 5k,9,No,0,21,14,
280,20,18-25,No,Human Resources,25,5,Other,Female,Human Resources,4,6036,5k-10k,9,No,4,20,16,
281,51,46-55,Yes,Sales,18,5,Technical Degree,Male,Sales Executive,3,3234,Upto 5k,3,Yes,21,21,11,
282,57,55+,No,Research & Development,27,1,Life Sciences,Female,Laboratory Technician,4,18383,15k+,3,Yes,2,20,12,
283,34,26-35,Yes,Sales,17,3,Human Resources,Female,Sales Representative,4,18702,15k+,0,No,12,18,16,
284,28,26-35,Yes,Sales,3,2,Other,Male,Sales Executive,4,18628,15k+,1,Yes,34,27,2,
285,19,18-25,Yes,Human Resources,3,1,Medical,Female,Human Resources,1,16047,15k+,9,Yes,16,21,12,
286,45,36-45,No,Research & Development,4,5,Life Sciences,Male,Manufacturing Director,1,11367,10k-15k,1,No,32,1,9,
287,56,55+,No,Human Resources,15,4,Technical Degree,Male,Manager,4,3834,Upto 5k,2,Yes,8,18,17,
288,37,36-45,No,Research & Development,18,2,Life Sciences,Male,Laboratory Technician,1,13226,10k-15k,9,No,34,0,2,
289,40,36-45,No,Research & Development,28,5,Medical,Male,Laboratory Technician,2,7938,5k-10k,3,No,12,7,5,
290,53,46-55,Yes,Human Resources,22,1,Marketing,Male,Human Resources,2,16114,15k+,9,No,21,22,4,
291,24,18-25,Yes,Human Resources,7,3,Technical Degree,Female,Human Resources,3,10343,10k-15k,9,No,37,9,18,
292,38,36-45,Yes,Human Resources,8,2,Other,Female,Manager,3,15034,15k+,5,Yes,21,10,14,
293,37,36-45,Yes,Research & Development,21,5,Life Sciences,Female,Healthcare Representative,2,16957,15k+,8,Yes,16,35,2,
294,19,18-25,Yes,Human Resources,19,5,Technical Degree,Male,Human Resources,1,17619,15k+,8,No,34,34,15,
295,41,36-45,No,Human Resources,19,3,Medical,Female,Human Resources,1,13861,10k-15k,6,No,32,0,7,
296,50,46-55,Yes,Human Resources,19,5,Other,Male,Human Resources,4,5599,5k-10k,5,Yes,14,28,7,
297,41,36-45,No,Sales,17,3,Technical Degree,Female,Sales Representative,4,8668,5k-10k,0,Yes,20,2,16,
298,34,26-35,No,Human Resources,13,4,Marketing,Male,Manager,3,19960,15k+,6,Yes,33,25,11,
299,48,46-55,No,Research & Development,15,2,Medical,Male,Manufacturing Director,3,1216,Upto 5k,3,Yes,11,10,11,
300,60,55+,No,Human Resources,24,1,Technical Degree,Female,Human Resources,4,8547,5k-10k,3,Yes,26,1,7,
301,54,46-55,No,Sales,2,5,Medical,Male,Sales Executive,2,6279,5k-10k,4,Yes,33,8,18,
302,60,55+,No,Human Resources,20,4,Technical Degree,Male,Human Resources,2,10288,10k-15k,6,Yes,37,5,16,
303,39,36-45,No,Research & Development,8,4,Technical Degree,Male,Laboratory Technician,1,15859,15k+,0,Yes,33,32,13,
304,24,18-25,No,Sales,20,1,Human Resources,Male,Manager,1,6813,5k-10k,7,Yes,38,30,0,
305,51,46-55,No,Human Resources,23,5,Technical Degree,Male,Manager,4,14784,10k-15k,6,No,37,23,3,
306,34,26-35,No,Research & Development,3,3,Human Resources,Female,Laboratory Technician,3,16634,15k+,3,Yes,0,14,16,
307,18,18-25,No,Sales,11,4,Marketing,Male,Manager,2,13288,10k-15k,6,No,16,13,13,
308,57,55+,No,Human Resources,14,5,Human Resources,Female,Manager,2,10029,10k-15k,5,No,16,19,18,
309,26,26-35,No,Research & Development,23,2,Life Sciences,Male,Manufacturing Director,4,4902,Upto 5k,5,Yes,10,14,0,
310,48,46-55,Yes,Sales,8,3,Life Sciences,Male,Sales Executive,4,15266,15k+,6,No,38,3,5,
311,46,46-55,No,Human Resources,26,5,Marketing,Male,Manager,1,1350,Upto 5k,9,Yes,39,10,1,
312,59,55+,Yes,Research & Development,9,4,Marketing,Female,Laboratory Technician,4,1009,Upto 5k,9,Yes,33,0,2,
313,36,36-45,No,Sales,27,3,Medical,Male,Manager,4,19321,15k+,6,Yes,16,11,13,
314,53,46-55,No,Human Resources,4,5,Marketing,Female,Human Resources,4,3371,Upto 5k,6,No,15,21,14,
315,55,46-55,Yes,Human Resources,3,4,Other,Male,Manager,2,1896,Upto 5k,5,No,22,30,17,
316,34,26-35,Yes,Sales,22,3,Life Sciences,Male,Manager,4,9134,5k-10k,5,No,13,18,8,
317,30,26-35,No,Sales,8,3,Medical,Male,Manager,2,17351,15k+,3,No,9,6,3,
318,60,55+,Yes,Sales,28,5,Life Sciences,Female,Manager,3,17143,15k+,9,No,31,36,8,
319,50,46-55,No,Research & Development,19,2,Life Sciences,Female,Laboratory Technician,4,10183,10k-15k,8,Yes,32,22,12,
320,47,46-55,No,Human Resources,23,1,Life Sciences,Male,Human Resources,4,4944,Upto 5k,9,Yes,20,23,8,
321,34,26-35,No,Sales,20,3,Marketing,Male,Manager,4,8770,5k-10k,6,Yes,26,17,11,
322,46,46-55,Yes,Research & Development,19,2,Life Sciences,Female,Healthcare Representative,2,6894,5k-10k,8,No,24,12,4,
323,48,46-55,No,Human Resources,5,5,Human Resources,Female,Human Resources,4,1319,Upto 5k,4,No,35,11,1,
324,28,26-35,No,Research & Development,16,1,Technical Degree,Female,Research Scientist,3,2967,Upto 5k,5,No,35,13,8,
325,44,36-45,No,Research & Development,20,2,Human Resources,Male,Research Scientist,3,4972,Upto 5k,5,No,32,22,14,
326,57,55+,No,Sales,5,2,Other,Female,Sales Representative,4,10388,10k-15k,9,No,4,5,5,
327,38,36-45,No,Research & Development,20,4,Marketing,Female,Laboratory Technician,3,11383,10k-15k,9,No,26,10,5,
328,33,26-35,No,Sales,13,1,Life Sciences,Male,Sales Executive,4,9245,5k-10k,8,Yes,1,5,16,
329,34,26-35,No,Sales,29,4,Marketing,Male,Sales Executive,2,6088,5k-10k,4,No,40,5,4,
330,19,18-25,No,Human Resources,11,4,Technical Degree,Female,Human Resources,4,2151,Upto 5k,2,Yes,37,22,14,
331,51,46-55,No,Human Resources,16,5,Medical,Male,Manager,4,18491,15k+,4,No,26,16,4,
332,18,18-25,No,Research & Development,16,5,Life Sciences,Female,Research Scientist,4,18148,15k+,4,Yes,27,8,7,
333,41,36-45,No,Sales,14,4,Medical,Male,Manager,4,7179,5k-10k,6,Yes,16,5,13,
334,51,46-55,No,Human Resources,18,3,Technical Degree,Male,Human Resources,1,9908,5k-10k,2,Yes,18,7,14,
335,35,26-35,No,Human Resources,5,1,Human Resources,Male,Manager,2,17121,15k+,1,No,17,8,14,
336,32,26-35,Yes,Human Resources,7,3,Technical Degree,Female,Human Resources,4,3955,Upto 5k,5,No,2,9,2,
337,35,26-35,No,Sales,6,2,Marketing,Female,Sales Executive,1,13858,10k-15k,1,Yes,24,4,7,
338,30,26-35,No,Human Resources,7,4,Technical Degree,Female,Human Resources,3,16100,15k+,2,Yes,35,6,3,
339,58,55+,No,Research & Development,2,2,Life Sciences,Male,Manufacturing Director,4,10791,10k-15k,5,Yes,10,12,18,
340,33,26-35,No,Sales,23,4,Other,Male,Sales Representative,3,1292,Upto 5k,1,Yes,10,2,2,
341,58,55+,No,Human Resources,5,5,Life Sciences,Male,Manager,4,2967,Upto 5k,3,No,35,3,14,
342,19,18-25,No,Human Resources,9,1,Technical Degree,Female,Human Resources,3,13378,10k-15k,8,No,12,22,5,
343,38,36-45,No,Human Resources,20,5,Medical,Male,Manager,2,16348,15k+,7,No,16,17,11,
344,58,55+,No,Research & Development,29,1,Human Resources,Female,Research Scientist,2,17579,15k+,5,Yes,34,24,6,
345,53,46-55,No,Human Resources,14,3,Life Sciences,Male,Manager,1,6050,5k-10k,0,Yes,11,2,6,
346,30,26-35,No,Sales,27,4,Other,Female,Sales Representative,3,4235,Upto 5k,0,No,14,2,2,
347,59,55+,No,Sales,21,1,Marketing,Female,Sales Executive,3,17102,15k+,0,No,33,2,2,
348,31,26-35,Yes,Research & Development,8,5,Technical Degree,Male,Research Scientist,2,18022,15k+,8,Yes,36,6,5,
349,24,18-25,No,Human Resources,23,4,Life Sciences,Male,Manager,2,19892,15k+,8,No,32,21,5,
350,40,36-45,No,Human Resources,11,3,Technical Degree,Female,Manager,3,11326,10k-15k,9,Yes,36,34,6,
351,34,26-35,No,Research & Development,13,1,Other,Male,Research Director,3,12796,10k-15k,9,Yes,33,8,9,
352,32,26-35,Yes,Sales,27,3,Human Resources,Male,Sales Representative,1,8039,5k-10k,0,No,22,9,4,
353,55,46-55,No,Research & Development,10,1,Human Resources,Female,Healthcare Representative,2,9187,5k-10k,1,No,30,11,15,
354,56,55+,No,Human Resources,19,4,Life Sciences,Male,Human Resources,3,10843,10k-15k,5,No,26,2,7,
355,58,55+,No,Human Resources,2,3,Human Resources,Male,Human Resources,3,13533,10k-15k,8,Yes,9,3,12,
356,54,46-55,No,Research & Development,10,4,Medical,Male,Research Director,3,17538,15k+,1,No,36,3,17,
357,23,18-25,No,Research & Development,23,2,Medical,Female,Healthcare Representative,2,14058,10k-15k,7,No,36,12,17,
358,33,26-35,No,Human Resources,11,5,Life Sciences,Male,Human Resources,4,3347,Upto 5k,6,No,22,12,10,
359,59,55+,Yes,Research & Development,12,5,Technical Degree,Male,Research Director,4,1793,Upto 5k,0,Yes,12,19,4,
360,25,18-25,No,Human Resources,5,3,Life Sciences,Female,Human Resources,1,2787,Upto 5k,4,No,30,1,10,
361,52,46-55,No,Sales,25,3,Human Resources,Female,Manager,2,7942,5k-10k,0,No,37,13,1,
362,21,18-25,No,Research & Development,20,3,Life Sciences,Female,Laboratory Technician,1,10306,10k-15k,1,No,17,12,3,
363,59,55+,No,Sales,17,1,Marketing,Female,Sales Representative,1,13665,10k-15k,2,Yes,32,14,17,
364,20,18-25,No,Human Resources,16,4,Other,Male,Human Resources,1,9106,5k-10k,5,No,22,33,9,
365,35,26-35,Yes,Sales,13,1,Human Resources,Female,Manager,2,3031,Upto 5k,2,No,25,8,2,
366,51,46-55,No,Human Resources,5,4,Marketing,Female,Manager,4,8452,5k-10k,8,Yes,13,8,18,
367,26,26-35,No,Human Resources,14,2,Other,Male,Human Resources,3,11125,10k-15k,1,Yes,11,20,4,
368,38,36-45,No,Human Resources,24,3,Medical,Male,Human Resources,1,14567,10k-15k,2,Yes,1,26,8,
369,56,55+,No,Human Resources,12,1,Other,Female,Human Resources,2,8608,5k-10k,8,No,23,11,12,
370,26,26-35,No,Research & Development,14,1,Marketing,Female,Manufacturing Director,2,6366,5k-10k,3,Yes,4,11,14,
371,38,36-45,No,Human Resources,25,1,Human Resources,Female,Manager,3,15992,15k+,6,Yes,33,6,14,
372,33,26-35,No,Research & Development,24,1,Human Resources,Female,Research Scientist,1,17996,15k+,3,No,28,25,9,
373,28,26-35,No,Research & Development,2,5,Medical,Female,Manufacturing Director,4,14843,10k-15k,1,Yes,11,18,17,
374,44,36-45,Yes,Sales,15,5,Other,Male,Sales Representative,4,11599,10k-15k,1,No,20,10,3,
375,46,46-55,No,Sales,13,5,Human Resources,Male,Sales Executive,4,12892,10k-15k,8,No,2,5,10,
376,28,26-35,No,Human Resources,2,4,Marketing,Female,Human Resources,4,5738,5k-10k,4,Yes,7,8,6,
377,34,26-35,No,Sales,16,5,Life Sciences,Female,Manager,2,1400,Upto 5k,3,No,29,26,14,
378,56,55+,No,Sales,9,5,Other,Male,Manager,1,1215,Upto 5k,2,Yes,3,15,1,
379,60,55+,No,Sales,3,1,Life Sciences,Female,Sales Executive,2,19942,15k+,2,No,39,38,18,
380,47,46-55,No,Human Resources,3,3,Marketing,Female,Human Resources,4,19971,15k+,1,No,35,4,9,
381,25,18-25,No,Research & Development,17,2,Other,Male,Laboratory Technician,1,9992,5k-10k,1,Yes,30,21,9,
382,38,36-45,No,Research & Development,20,3,Medical,Female,Research Director,4,9508,5k-10k,7,Yes,39,14,9,
383,25,18-25,No,Sales,4,2,Human Resources,Female,Sales Executive,4,1785,Upto 5k,0,No,22,29,6,
384,30,26-35,No,Sales,10,3,Human Resources,Female,Manager,1,10228,10k-15k,1,No,21,16,18,
385,29,26-35,No,Human Resources,22,4,Technical Degree,Male,Human Resources,2,7357,5k-10k,7,Yes,40,21,17,
386,44,36-45,No,Research & Development,24,3,Human Resources,Male,Manufacturing Director,2,2835,Upto 5k,9,No,22,4,4,
387,39,36-45,No,Research & Development,6,5,Human Resources,Female,Research Scientist,2,13295,10k-15k,9,Yes,19,20,1,
388,23,18-25,No,Research & Development,27,3,Medical,Female,Manufacturing Director,2,17287,15k+,1,No,2,12,2,
389,19,18-25,Yes,Research & Development,11,4,Other,Female,Research Director,3,16815,15k+,2,Yes,33,8,6,
390,47,46-55,Yes,Human Resources,10,1,Other,Male,Human Resources,3,13700,10k-15k,7,Yes,6,33,9,
391,37,36-45,Yes,Sales,10,3,Human Resources,Female,Manager,4,7876,5k-10k,1,No,9,10,8,
392,57,55+,Yes,Sales,18,3,Human Resources,Female,Sales Executive,3,19337,15k+,2,No,36,15,5,
393,57,55+,No,Sales,5,1,Technical Degree,Male,Sales Representative,1,12099,10k-15k,6,Yes,5,27,12,
394,56,55+,No,Sales,11,2,Other,Male,Manager,4,15609,15k+,9,Yes,5,29,3,
395,59,55+,No,Research & Development,8,2,Human Resources,Female,Healthcare Representative,3,16250,15k+,6,Yes,21,20,14,
396,22,18-25,No,Research & Development,15,2,Marketing,Female,Research Scientist,2,16575,15k+,8,Yes,25,6,10,
397,37,36-45,No,Human Resources,14,2,Human Resources,Male,Human Resources,2,18457,15k+,7,No,4,21,6,
398,45,36-45,No,Human Resources,8,2,Other,Male,Manager,4,19586,15k+,1,No,20,21,3,
399,37,36-45,No,Research & Development,22,5,Technical Degree,Female,Laboratory Technician,4,14297,10k-15k,0,Yes,13,4,18,
400,27,26-35,No,Human Resources,13,5,Human Resources,Female,Human Resources,2,5889,5k-10k,3,No,19,28,9,
401,23,18-25,No,Research & Development,13,2,Marketing,Male,Healthcare Representative,3,1266,Upto 5k,8,Yes,0,35,11,
402,19,18-25,No,Sales,13,3,Other,Female,Sales Representative,4,8708,5k-10k,6,No,34,13,5,
403,30,26-35,No,Research & Development,12,4,Medical,Female,Laboratory Technician,2,19200,15k+,2,Yes,4,1,4,
404,60,55+,Yes,Human Resources,21,4,Technical Degree,Female,Manager,2,15310,15k+,7,No,35,8,12,
405,29,26-35,Yes,Research & Development,16,2,Other,Female,Laboratory Technician,4,14918,10k-15k,8,No,2,2,18,
406,25,18-25,Yes,Research & Development,24,5,Marketing,Female,Healthcare Representative,1,16778,15k+,8,Yes,15,5,2,
407,57,55+,No,Human Resources,1,4,Technical Degree,Female,Manager,3,2729,Upto 5k,6,No,18,18,5,
408,56,55+,No,Sales,21,4,Human Resources,Male,Manager,1,10963,10k-15k,4,Yes,18,31,2,
409,22,18-25,Yes,Sales,9,3,Marketing,Male,Manager,1,10104,10k-15k,9,Yes,37,9,14,
410,34,26-35,No,Research & Development,17,1,Marketing,Male,Laboratory Technician,2,8739,5k-10k,9,Yes,31,26,12,
411,46,46-55,No,Sales,27,3,Life Sciences,Female,Manager,1,6481,5k-10k,0,Yes,29,13,15,
412,52,46-55,No,Research & Development,13,4,Marketing,Male,Manufacturing Director,4,8656,5k-10k,0,No,28,24,10,
413,24,18-25,No,Human Resources,28,4,Human Resources,Female,Human Resources,3,18409,15k+,4,No,6,16,18,
414,33,26-35,No,Research & Development,23,2,Marketing,Male,Manufacturing Director,1,7387,5k-10k,1,Yes,26,6,16,
415,46,46-55,No,Sales,9,2,Life Sciences,Male,Manager,1,12518,10k-15k,0,Yes,38,14,3,
416,23,18-25,No,Human Resources,29,5,Medical,Male,Human Resources,2,5256,5k-10k,4,No,29,4,14,
417,60,55+,No,Research & Development,3,3,Life Sciences,Female,Manufacturing Director,4,11597,10k-15k,5,Yes,16,16,5,
418,49,46-55,No,Research & Development,21,4,Life Sciences,Male,Research Scientist,4,7575,5k-10k,3,Yes,28,16,3,
419,22,18-25,No,Sales,1,4,Medical,Male,Sales Executive,1,19721,15k+,6,No,9,16,12,
420,50,46-55,No,Human Resources,28,1,Human Resources,Male,Human Resources,1,17078,15k+,6,No,7,30,17,
421,37,36-45,No,Research & Development,21,1,Marketing,Female,Healthcare Representative,1,14127,10k-15k,7,No,12,3,17,
422,60,55+,No,Sales,29,1,Other,Female,Sales Representative,4,7258,5k-10k,1,No,12,8,1,
423,55,46-55,No,Sales,26,5,Other,Female,Sales Executive,4,8814,5k-10k,8,No,1,2,10,
424,20,18-25,Yes,Sales,21,5,Technical Degree,Male,Sales Representative,2,14287,10k-15k,1,Yes,9,7,0,
425,20,18-25,Yes,Research & Development,21,1,Marketing,Male,Research Director,4,8952,5k-10k,9,Yes,37,4,3,
426,56,55+,No,Sales,14,3,Other,Female,Sales Representative,3,8227,5k-10k,1,Yes,20,4,1,
427,39,36-45,No,Human Resources,25,4,Medical,Female,Human Resources,2,3071,Upto 5k,7,Yes,37,2,4,
428,57,55+,Yes,Sales,16,1,Life Sciences,Male,Manager,2,13325,10k-15k,1,No,26,10,4,
429,58,55+,No,Sales,8,2,Human Resources,Male,Sales Executive,2,9878,5k-10k,7,Yes,40,19,11,
430,53,46-55,Yes,Research & Development,17,1,Human Resources,Female,Research Scientist,2,8721,5k-10k,7,Yes,17,3,6,
431,48,46-55,Yes,Sales,2,1,Other,Female,Sales Executive,3,17302,15k+,3,No,16,11,14,
432,21,18-25,Yes,Sales,1,4,Human Resources,Male,Sales Executive,1,18608,15k+,3,No,37,11,10,
433,38,36-45,No,Research & Development,4,2,Other,Female,Laboratory Technician,2,8538,5k-10k,6,Yes,4,7,18,
434,45,36-45,No,Research & Development,15,2,Technical Degree,Female,Research Scientist,2,5749,5k-10k,7,Yes,40,13,8,
435,26,26-35,Yes,Sales,5,1,Technical Degree,Female,Sales Representative,4,2051,Upto 5k,2,No,14,18,5,
436,54,46-55,Yes,Human Resources,28,5,Technical Degree,Male,Human Resources,4,19112,15k+,7,No,0,14,7,
437,45,36-45,No,Sales,19,2,Human Resources,Male,Sales Representative,4,19987,15k+,0,Yes,30,14,1,
438,43,36-45,No,Research & Development,8,1,Human Resources,Male,Research Director,4,16704,15k+,3,Yes,22,6,7,
439,19,18-25,Yes,Human Resources,15,5,Other,Male,Human Resources,4,16721,15k+,7,Yes,25,11,11,
440,58,55+,Yes,Human Resources,29,3,Human Resources,Male,Manager,3,1044,Upto 5k,6,No,39,34,18,
441,23,18-25,No,Sales,22,3,Life Sciences,Male,Manager,4,12000,10k-15k,5,No,39,2,11,
442,59,55+,No,Research & Development,25,2,Medical,Female,Laboratory Technician,2,19310,15k+,8,Yes,30,4,6,
443,38,36-45,No,Human Resources,14,3,Life Sciences,Male,Human Resources,3,12557,10k-15k,5,No,31,17,16,
444,52,46-55,No,Sales,12,1,Medical,Female,Sales Representative,1,18460,15k+,1,No,11,18,2,
445,35,26-35,No,Sales,28,2,Human Resources,Male,Sales Executive,3,4670,Upto 5k,6,Yes,30,9,13,
446,36,36-45,Yes,Research & Development,26,2,Human Resources,Female,Research Scientist,4,7195,5k-10k,9,No,20,4,18,
447,47,46-55,Yes,Human Resources,26,3,Medical,Female,Manager,2,10964,10k-15k,7,No,18,3,4,
448,47,46-55,No,Research & Development,23,5,Marketing,Male,Healthcare Representative,2,6451,5k-10k,2,Yes,15,7,1,
449,26,26-35,No,Research & Development,7,5,Other,Male,Research Director,3,15447,15k+,5,Yes,23,16,17,
450,37,36-45,No,Sales,16,2,Technical Degree,Female,Manager,2,4980,Upto 5k,0,No,18,1,9,
451,54,46-55,No,Human Resources,24,4,Life Sciences,Male,Human Resources,1,15486,15k+,4,Yes,25,21,7,
452,23,18-25,No,Research & Development,7,5,Human Resources,Male,Healthcare Representative,3,11694,10k-15k,3,Yes,5,3,14,
453,50,46-55,No,Human Resources,20,5,Human Resources,Male,Human Resources,3,13924,10k-15k,6,Yes,27,12,12,
454,36,36-45,No,Research & Development,15,5,Life Sciences,Male,Research Scientist,4,12302,10k-15k,6,No,18,10,13,
455,26,26-35,Yes,Human Resources,16,5,Marketing,Male,Manager,4,3820,Upto 5k,1,Yes,26,9,8,
456,53,46-55,No,Research & Development,5,2,Medical,Female,Laboratory Technician,3,16142,15k+,8,No,2,19,18,
457,53,46-55,Yes,Research & Development,1,2,Marketing,Female,Manufacturing Director,4,16186,15k+,1,No,26,11,15,
458,19,18-25,No,Human Resources,3,5,Other,Female,Human Resources,4,4911,Upto 5k,9,No,16,17,15,
459,41,36-45,Yes,Human Resources,9,2,Human Resources,Male,Human Resources,2,17794,15k+,5,No,8,22,5,
460,41,36-45,No,Sales,12,1,Marketing,Female,Sales Representative,1,14746,10k-15k,8,Yes,40,11,3,
461,52,46-55,No,Human Resources,22,3,Marketing,Female,Human Resources,1,11571,10k-15k,8,No,9,0,4,
462,41,36-45,No,Human Resources,6,1,Medical,Male,Manager,2,16889,15k+,3,Yes,26,26,2,
463,19,18-25,No,Sales,12,2,Technical Degree,Female,Sales Executive,2,16712,15k+,4,Yes,7,14,4,
464,32,26-35,No,Human Resources,3,4,Other,Male,Human Resources,1,11073,10k-15k,0,No,27,2,6,
465,60,55+,Yes,Sales,4,3,Life Sciences,Male,Sales Executive,3,17825,15k+,0,Yes,7,37,6,
466,29,26-35,Yes,Human Resources,28,3,Human Resources,Female,Human Resources,3,12519,10k-15k,2,Yes,32,1,2,
467,18,18-25,No,Sales,10,2,Human Resources,Male,Manager,1,18328,15k+,3,No,23,13,5,
468,29,26-35,No,Research & Development,17,2,Technical Degree,Male,Research Scientist,3,12626,10k-15k,1,No,7,24,4,
469,36,36-45,Yes,Research & Development,16,1,Technical Degree,Female,Healthcare Representative,4,19256,15k+,9,No,28,2,17,
470,45,36-45,No,Research & Development,26,4,Other,Female,Healthcare Representative,2,7186,5k-10k,0,No,6,4,14,
471,25,18-25,No,Human Resources,19,1,Other,Male,Human Resources,1,5697,5k-10k,5,Yes,21,12,12,
472,45,36-45,No,Sales,25,5,Human Resources,Female,Sales Executive,4,17354,15k+,5,No,38,17,15,
473,27,26-35,Yes,Human Resources,16,4,Medical,Male,Manager,1,15897,15k+,1,Yes,4,6,0,
474,56,55+,No,Sales,20,1,Life Sciences,Female,Sales Representative,4,11713,10k-15k,3,No,31,9,16,
475,39,36-45,Yes,Research & Development,25,1,Technical Degree,Male,Research Director,4,18712,15k+,7,No,24,28,14,
476,29,26-35,No,Sales,6,4,Technical Degree,Male,Sales Executive,3,19240,15k+,6,No,7,19,15,
477,48,46-55,No,Human Resources,13,3,Technical Degree,Female,Manager,3,19423,15k+,4,No,3,1,18,
478,41,36-45,Yes,Sales,29,3,Technical Degree,Male,Sales Executive,4,12431,10k-15k,5,No,26,22,1,
479,33,26-35,No,Human Resources,23,1,Marketing,Male,Human Resources,3,8688,5k-10k,2,Yes,34,19,1,
480,54,46-55,No,Research & Development,23,4,Human Resources,Male,Manufacturing Director,3,17867,15k+,6,No,20,26,3,
481,31,26-35,No,Research & Development,25,3,Medical,Female,Research Scientist,3,12008,10k-15k,6,Yes,31,31,2,
482,36,36-45,No,Human Resources,19,4,Medical,Male,Human Resources,1,9688,5k-10k,9,No,17,3,18,
483,45,36-45,No,Human Resources,21,3,Human Resources,Female,Manager,4,7872,5k-10k,8,No,12,22,12,
484,50,46-55,No,Research & Development,1,5,Medical,Female,Research Director,2,15851,15k+,7,No,40,34,13,
485,51,46-55,No,Human Resources,8,2,Other,Female,Human Resources,4,7574,5k-10k,6,No,4,23,6,
