EmpID,Age,Attrition,DistanceFromHome,Education,Gender,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,DepartmentID,EducationFieldID,JobRoleID,AgeGroupID,SalarySlabID
353,29,Yes,25,3,Female,1,3395,9,No,7,7,7,2,1,2,3,1
354,42,No,25,2,Female,1,2977,5,Yes,20,20,11,1,2,6,2,1
355,40,No,16,3,Female,2,4585,4,No,10,10,7,2,1,2,2,1
356,38,No,21,2,Male,3,2764,5,No,12,3,3,3,2,2,2,1
357,41,No,4,4,Female,1,5913,2,Yes,4,4,4,1,2,6,2,2
358,56,No,23,1,Male,2,18092,6,No,5,5,5,2,6,9,5,4
359,29,Yes,18,1,Female,4,6442,1,Yes,25,25,6,1,2,3,3,2
360,52,No,21,4,Female,3,14541,3,No,11,4,4,1,1,9,1,3
361,45,Yes,27,1,Male,3,7617,0,Yes,19,8,8,2,4,6,2,2
362,29,No,20,4,Female,3,3749,0,No,4,0,0,2,1,2,3,1
363,38,No,23,2,Male,3,11960,3,Yes,4,4,4,2,2,5,2,3
364,24,No,5,4,Female,1,4295,8,No,3,0,0,2,1,3,4,1
365,19,No,19,5,Female,4,19600,3,No,11,6,6,2,1,9,4,4
366,30,No,28,1,Female,2,8795,4,No,20,0,0,2,2,5,3,2
367,47,No,20,2,Male,4,4731,4,No,11,11,11,2,2,2,1,1
368,54,Yes,28,1,Female,1,2721,5,No,11,5,5,1,2,3,1,1
369,25,No,25,1,Male,2,4876,8,No,6,1,1,2,2,3,4,1
370,32,Yes,13,3,Male,3,9793,9,No,18,2,2,2,2,6,3,2
371,43,No,1,2,Female,1,7856,0,No,5,0,0,2,4,6,2,2
372,58,No,20,5,Male,2,1514,7,No,17,7,7,2,1,2,5,1
373,40,No,14,3,Male,4,1352,4,No,8,8,2,3,2,2,2,1
374,40,Yes,20,1,Male,4,7624,5,No,1,0,0,2,1,6,2,2
375,32,No,21,1,Male,1,9172,7,No,3,3,3,2,5,4,3,2
376,43,No,4,4,Female,3,13914,0,Yes,40,40,14,2,1,8,2,3
377,54,No,12,5,Female,1,14594,7,No,12,10,10,2,5,5,1,3
378,40,No,18,2,Female,3,10315,8,No,18,0,0,1,2,6,2,3
379,44,No,23,5,Female,3,7877,8,Yes,12,2,2,3,2,3,2,2
380,52,No,6,4,Female,3,4798,4,No,6,3,1,2,2,6,1,1
381,35,No,7,1,Female,1,2626,4,No,22,22,2,2,4,2,3,1
382,47,No,19,4,Male,3,5997,7,No,6,2,2,1,2,3,1,2
383,40,Yes,14,1,Male,2,6999,2,No,9,2,2,1,2,6,2,2
384,55,No,24,1,Male,4,7649,1,No,7,0,0,2,3,3,1,2
385,35,No,14,1,Male,1,14024,5,No,11,5,3,2,2,9,3,3
386,39,No,8,3,Male,4,3124,1,No,13,13,5,3,2,6,2,1
387,42,No,28,2,Male,3,17960,8,Yes,11,8,8,2,1,9,2,4
388,55,No,26,4,Male,4,4818,2,No,5,5,5,2,2,3,1,1
389,36,No,8,5,Male,3,8847,2,Yes,18,8,3,2,5,4,2,2
390,38,No,23,5,Female,4,13494,3,No,12,12,12,2,4,8,2,3
391,32,No,23,5,Male,4,11425,1,Yes,14,4,4,1,1,4,3,3
392,29,No,2,3,Female,3,2337,6,No,6,6,5,2,2,1,3,1
393,22,No,10,1,Male,3,2209,7,No,13,0,0,3,4,2,4,1
394,20,Yes,17,4,Male,1,3365,8,No,19,5,0,2,1,3,4,1
395,32,No,23,2,Female,2,1141,7,No,19,1,1,2,1,2,3,1
396,33,No,1,1,Female,2,3596,2,No,14,4,4,2,1,3,3,1
397,53,No,28,3,Male,4,12421,1,Yes,14,14,10,2,2,4,1,3
398,38,No,14,1,Female,1,2045,6,Yes,10,10,3,2,1,3,2,1
399,44,No,24,2,Male,3,2761,5,No,10,10,10,2,4,1,2,1
400,21,No,18,3,Female,2,1906,7,No,3,0,0,1,2,2,4,1
401,28,No,16,4,Female,3,6224,5,Yes,16,4,4,2,2,6,3,2
402,43,No,12,3,Male,4,1707,5,No,16,4,4,1,2,3,2,1
403,29,Yes,9,5,Female,3,6422,5,No,18,4,4,2,2,6,3,2
404,58,No,8,2,Male,4,1000,2,No,9,3,3,1,1,3,5,1
405,44,No,25,1,Female,2,16384,1,Yes,0,0,0,1,2,8,2,4
406,55,No,20,5,Male,3,12116,4,No,18,0,0,1,2,5,1,3
407,35,No,20,1,Male,2,4566,7,No,11,11,11,1,1,2,3,1
408,52,No,6,2,Male,1,4371,6,No,5,5,0,1,1,1,1,1
409,26,No,8,5,Male,2,3371,1,No,17,1,1,3,1,6,3,1
410,36,No,8,3,Male,3,18082,2,No,12,2,2,2,3,8,2,4
411,33,No,29,4,Female,4,3256,3,No,8,1,1,2,3,3,3,1
412,45,Yes,18,5,Female,4,13414,0,No,24,24,9,1,4,4,2,3
413,48,No,23,3,Female,2,5569,0,No,13,13,13,1,1,3,1,2
414,40,No,3,4,Male,3,8234,4,No,17,17,9,2,4,6,2,2
415,52,No,17,2,Female,3,8669,4,No,15,0,0,2,4,6,1,2
416,42,No,1,1,Male,3,7303,7,No,19,8,8,1,1,3,2,2
417,36,No,2,5,Male,1,13218,2,No,16,2,2,2,2,5,2,3
418,56,No,3,2,Male,4,2103,1,No,14,14,14,1,2,3,5,1
419,42,No,21,3,Female,2,11896,7,No,14,14,0,1,4,8,2,3
420,31,No,14,1,Male,2,11959,5,Yes,6,4,0,3,1,6,3,3
421,28,No,24,2,Male,4,12846,2,Yes,14,7,7,2,1,5,3,3
422,36,No,6,2,Male,4,1755,8,Yes,9,9,9,1,4,6,2,1
423,37,No,4,1,Male,4,3727,6,No,13,4,4,1,2,3,2,1
424,51,No,22,2,Female,3,1000,7,Yes,3,2,2,1,2,3,1,1
425,52,No,1,1,Male,3,2793,2,No,5,5,5,2,1,2,1,1
426,39,No,2,1,Male,1,7802,2,No,15,1,1,2,1,3,2,2
427,51,No,7,1,Female,2,4314,4,No,7,5,5,1,1,3,1,1
428,39,No,24,1,Male,1,3874,5,Yes,18,8,8,2,3,2,2,1
429,33,No,20,5,Male,3,6530,0,No,3,1,1,2,2,3,3,2
430,54,Yes,4,3,Female,3,1160,5,Yes,5,2,2,1,1,2,1,1
431,33,No,11,2,Male,4,1000,3,No,11,11,11,3,2,3,3,1
432,45,No,22,3,Female,4,9400,6,No,6,6,6,2,2,6,2,2
433,31,Yes,25,1,Male,1,1235,8,Yes,11,1,1,2,1,3,3,1
434,31,No,2,5,Male,4,5283,5,No,13,13,12,3,3,2,3,2
435,38,No,22,3,Female,3,8648,6,No,21,21,0,1,2,6,2,2
436,50,No,15,1,Female,1,19999,2,Yes,16,0,0,1,2,5,1,4
437,21,No,11,5,Female,2,1000,0,No,7,7,7,1,2,6,4,1
438,29,No,19,4,Male,4,16609,0,Yes,4,4,2,2,2,9,3,4
439,19,Yes,27,1,Female,3,1814,3,Yes,8,5,5,1,1,2,4,1
440,40,No,23,5,Male,4,11134,7,Yes,16,3,3,1,2,4,2,3
441,38,No,28,5,Male,3,7000,9,No,14,5,5,2,2,7,2,2
442,58,Yes,18,3,Male,4,2325,2,No,20,0,0,2,2,2,5,1
443,38,No,28,5,Male,4,8994,0,Yes,17,0,0,1,1,6,2,2
444,34,Yes,17,4,Male,4,4697,8,No,10,10,8,1,1,2,3,1
445,44,No,27,3,Male,3,4024,6,Yes,13,3,1,2,4,6,2,1
446,31,No,8,3,Female,1,11521,9,No,12,5,5,3,2,5,3,3
447,32,No,2,2,Male,3,12363,5,Yes,15,15,13,2,1,4,3,3
448,27,No,6,4,Male,3,16384,0,No,7,6,6,3,1,8,3,4
449,35,No,6,4,Male,2,2778,2,No,8,1,1,2,2,6,3,1
450,25,Yes,4,2,Male,1,6249,9,No,12,2,2,2,2,6,4,2
451,18,Yes,29,5,Male,4,3416,2,Yes,4,3,3,1,4,1,4,1
452,37,No,4,4,Male,3,6655,1,Yes,4,4,4,2,5,4,2,2
453,44,No,22,4,Female,4,8981,1,No,19,19,14,2,2,6,2,2
454,37,No,28,1,Female,2,1237,8,No,8,2,2,2,3,2,2,1
455,26,No,28,2,Male,4,7984,5,No,18,3,3,2,3,6,3,2
456,28,No,10,1,Male,4,10158,6,No,14,2,2,3,1,8,3,3
457,28,Yes,21,2,Male,3,1000,8,No,9,3,3,2,3,2,3,1
458,36,No,24,5,Female,3,9152,0,Yes,10,3,3,1,5,3,2,2
459,34,No,25,1,Female,3,7843,6,Yes,16,1,1,2,2,6,3,2
460,27,No,13,2,Female,1,5811,7,Yes,9,2,1,2,1,3,3,2
461,49,No,25,4,Male,4,10472,9,Yes,3,3,0,2,1,4,1,3
462,50,No,19,2,Male,2,7084,2,No,7,0,0,1,1,6,1,2
463,46,No,14,1,Female,4,1000,3,No,14,8,8,1,5,3,1,1
464,44,No,10,2,Male,3,11361,7,No,7,1,0,2,2,4,2,3
465,27,No,11,2,Female,2,16375,8,No,12,11,10,1,2,8,3,4
466,28,No,27,4,Male,1,1842,0,Yes,7,4,4,2,2,2,3,1
467,38,Yes,22,2,Female,4,4997,9,No,15,3,0,2,1,2,2,1
468,33,No,19,5,Female,4,7132,4,No,7,0,0,2,1,6,3,2
469,35,No,25,2,Female,4,3537,1,No,15,5,4,1,2,6,3,1
470,60,Yes,6,5,Male,3,4611,3,No,9,1,1,1,3,2,5,1
471,31,No,10,2,Female,4,13009,8,Yes,20,7,7,2,5,5,3,3
472,44,No,5,3,Female,2,8253,0,Yes,9,9,6,2,1,6,2,2
473,34,No,23,2,Male,3,2366,2,No,17,17,2,2,4,7,3,1
474,40,No,3,3,Male,3,15305,5,Yes,10,6,2,1,4,4,2,4
475,32,Yes,19,4,Male,3,11453,3,Yes,15,6,5,2,2,4,3,3
476,38,No,6,5,Male,3,15499,2,Yes,20,2,2,2,5,9,2,4
477,44,No,14,5,Male,3,2512,3,Yes,20,20,0,2,1,6,2,1
478,42,No,22,4,Male,4,3144,6,No,17,4,1,3,1,3,2,1
479,60,No,5,1,Male,1,13476,5,Yes,14,3,3,2,2,4,5,3
480,37,No,25,1,Male,3,6434,9,Yes,17,17,17,1,2,6,2,2
481,55,No,17,4,Female,4,6433,1,No,20,3,2,3,2,3,1,2
482,25,Yes,4,5,Female,3,3019,2,No,4,4,4,2,1,6,4,1
483,35,Yes,2,5,Male,3,3141,9,No,1,0,0,2,1,1,3,1
484,30,No,17,2,Male,2,19999,1,Yes,18,5,5,2,1,9,3,4
485,26,Yes,12,5,Female,3,4152,4,Yes,10,5,5,2,1,1,3,1
486,39,No,18,3,Male,3,17828,1,Yes,17,1,1,2,2,9,2,4
487,41,Yes,13,4,Female,3,15853,0,Yes,9,2,0,1,1,5,2,4
488,27,No,23,3,Male,3,10037,7,No,12,12,1,1,2,5,3,3
489,18,No,3,3,Male,2,11046,1,No,14,2,2,1,2,6,4,3
490,47,No,25,4,Female,4,9939,8,No,1,1,1,1,2,6,1,2
491,30,No,20,2,Female,4,8015,9,No,5,2,2,1,2,6,3,2
492,36,No,17,4,Male,1,11874,9,No,13,2,2,2,4,6,2,3
493,43,No,29,2,Female,3,13417,7,No,5,5,5,2,2,6,2,3
494,34,No,4,1,Male,3,1400,8,No,7,5,5,2,3,2,3,1
495,30,No,17,2,Male,4,3673,2,No,10,5,5,2,1,2,3,1
496,43,No,18,1,Female,1,4443,3,Yes,17,12,12,2,3,1,2,1
497,44,No,13,2,Male,3,7826,6,Yes,19,1,1,1,2,3,2,2
498,45,No,1,1,Male,3,12683,0,No,18,3,3,1,5,5,2,3
499,43,No,12,4,Female,4,19776,5,No,19,17,8,2,1,8,2,4
500,35,Yes,1,1,Male,2,4736,1,No,7,7,4,1,1,6,3,1
501,48,No,7,1,Male,4,3889,5,No,14,1,1,1,1,1,1,1
502,39,Yes,23,2,Female,3,1448,0,Yes,3,1,1,2,2,6,2,1
503,47,No,9,5,Female,2,5146,2,No,13,4,4,3,4,6,1,2
504,51,No,3,2,Male,3,3303,2,No,7,3,3,2,1,2,1,1
505,33,No,8,5,Male,3,3351,2,No,13,2,2,2,3,2,3,1
506,34,No,6,3,Female,4,3591,2,No,9,8,8,3,2,7,3,1
507,41,No,25,4,Female,2,13753,7,No,15,0,0,2,2,4,2,3
508,45,No,19,5,Male,3,8440,2,Yes,20,8,5,2,1,3,2,2
509,31,No,11,3,Female,3,15244,9,No,5,3,1,1,3,5,3,4
510,28,No,23,2,Female,2,10801,5,No,16,6,6,2,1,4,3,3
511,35,Yes,20,3,Male,4,12770,1,Yes,14,11,4,2,3,9,3,3
512,36,No,17,4,Male,4,2864,6,No,11,1,1,2,2,2,2,1
513,45,Yes,16,2,Female,3,2376,0,No,11,0,0,2,5,2,2,1
514,26,No,11,5,Male,3,9942,8,Yes,18,5,5,1,1,6,3,2
515,32,No,16,2,Female,3,9514,5,No,11,2,2,2,1,6,3,2
516,38,No,15,4,Female,1,12340,4,No,17,5,5,2,6,6,2,3
517,35,No,5,3,Female,4,19999,7,Yes,15,8,8,1,4,5,3,4
518,44,Yes,23,5,Female,3,5607,0,No,20,6,6,1,2,3,2,2
519,38,No,6,4,Male,1,1134,7,Yes,12,3,3,2,2,1,2,1
520,43,Yes,10,3,Male,4,1000,0,No,12,1,1,2,2,1,2,1
521,43,No,6,3,Male,3,3939,4,No,18,4,4,1,4,7,2,1
522,28,No,14,1,Male,4,16016,8,No,6,3,3,1,1,9,3,4
523,55,No,19,1,Male,2,15470,2,No,14,10,3,2,2,8,1,4
524,32,No,22,5,Male,4,9184,9,No,6,6,6,3,3,6,3,2
525,43,No,7,2,Male,3,4331,1,Yes,19,0,0,1,6,2,2,1
526,43,Yes,20,2,Male,3,11847,1,No,18,1,1,1,2,5,2,3
527,40,No,17,1,Female,1,19999,5,Yes,3,0,0,1,2,8,2,4
528,41,Yes,14,4,Female,2,3192,8,No,7,4,4,2,1,1,2,1
529,28,No,17,4,Male,4,10717,4,No,17,17,1,1,2,9,3,3
530,36,No,9,1,Male,4,12381,1,No,2,0,0,2,1,4,2,3
531,36,Yes,18,2,Female,4,9402,7,Yes,17,7,7,1,1,4,2,2
532,39,No,12,3,Male,3,7054,3,No,2,1,1,2,4,6,2,2
533,49,Yes,15,3,Male,4,4317,7,Yes,14,2,2,2,1,3,1,1
534,47,No,18,4,Female,4,5598,5,No,5,5,5,1,1,6,1,2
535,30,No,16,2,Female,2,6856,9,No,11,0,0,1,2,6,3,2
536,39,No,18,4,Male,2,7461,1,No,16,12,9,1,1,4,2,2
537,32,Yes,4,2,Male,2,5901,2,No,9,3,3,2,3,2,3,2
538,26,No,15,2,Female,3,18783,2,Yes,12,9,7,1,2,9,3,4
539,39,No,5,2,Female,4,3266,4,No,8,3,3,1,2,2,2,1
540,54,No,6,1,Male,4,3032,0,No,6,2,2,1,2,6,1,1
541,35,No,14,3,Male,3,5518,3,No,7,7,0,2,2,2,3,2
542,56,No,28,4,Male,3,3378,3,No,12,6,6,2,2,3,5,1
543,47,No,22,5,Male,4,3659,5,No,3,3,3,2,1,2,1,1
544,56,No,13,1,Female,3,5914,7,Yes,17,3,3,2,5,3,5,2
545,33,Yes,20,4,Female,3,4326,1,No,25,25,6,2,3,3,3,1
546,29,No,26,1,Male,1,6707,4,Yes,9,5,5,1,3,6,3,2
547,35,No,28,5,Female,4,3037,9,Yes,12,1,1,1,3,2,3,1
548,35,No,15,4,Male,3,16278,4,No,3,2,2,2,2,5,3,4
549,33,No,29,1,Female,3,1777,1,No,17,17,9,1,1,2,3,1
550,42,No,18,5,Female,2,4708,0,No,20,20,14,2,2,2,2,1
551,39,Yes,9,3,Male,4,4333,6,No,12,12,1,1,2,2,2,1
552,32,No,28,3,Female,4,1000,6,No,4,2,2,2,2,6,3,1
553,34,No,18,2,Female,3,14795,7,Yes,14,9,9,1,1,4,3,3
554,51,Yes,8,5,Male,3,4276,1,No,21,21,9,2,4,6,1,1
555,53,No,4,2,Female,3,5035,9,No,7,7,7,2,2,3,1,2
556,28,Yes,26,1,Female,3,12732,6,Yes,6,0,0,2,4,4,3,3
557,41,No,21,4,Male,3,16711,7,No,20,4,4,1,4,8,2,4
558,44,No,4,3,Male,2,3794,9,Yes,12,12,12,1,3,1,2,1
559,31,No,28,3,Female,3,3674,2,Yes,17,7,7,3,4,2,3,1
560,34,Yes,7,5,Male,3,15440,2,No,19,4,4,1,2,8,3,4
561,39,No,20,4,Female,4,4241,1,Yes,14,2,2,1,2,3,2,1
562,58,No,11,3,Male,3,19999,1,No,3,2,2,2,1,9,5,4
563,45,No,10,5,Female,1,3420,8,No,6,2,2,1,2,6,2,1
564,28,No,25,4,Female,3,11625,7,Yes,6,2,2,2,2,5,3,3
565,41,No,23,3,Male,3,6583,5,No,15,15,5,3,4,5,2,2
566,22,Yes,8,3,Male,4,4508,7,Yes,10,10,6,3,4,3,4,1
567,45,No,13,2,Male,2,18994,3,No,16,1,1,2,2,5,2,4
568,57,No,21,4,Male,3,7387,9,No,12,10,5,1,6,6,5,2
569,37,No,9,3,Male,3,8016,0,No,15,0,0,2,1,3,2,2
570,28,No,3,2,Male,3,17538,7,Yes,1,1,1,1,2,9,3,4
571,43,No,26,4,Female,2,5038,8,Yes,17,17,4,2,2,3,2,2
572,38,No,9,5,Female,3,13796,2,No,10,8,8,1,1,9,2,3
573,50,Yes,13,4,Male,3,3142,3,No,6,6,1,3,2,1,1,1
574,29,No,2,3,Male,2,6432,8,Yes,1,0,0,2,1,6,3,2
575,33,No,20,2,Male,1,19999,3,No,20,8,8,1,4,9,3,4
576,33,No,21,5,Female,2,5272,4,No,18,0,0,3,2,3,3,2
577,41,No,28,3,Female,4,11827,0,No,18,15,0,2,3,4,2,3
578,36,No,7,1,Male,1,3456,3,Yes,3,1,0,1,2,7,2,1
579,29,Yes,2,1,Female,4,4518,3,No,10,2,2,2,5,2,3,1
580,50,No,3,1,Male,4,4194,1,Yes,14,6,6,2,2,7,1,1
581,40,Yes,15,2,Female,4,5649,4,Yes,20,0,0,2,3,2,2,2
582,48,No,28,4,Female,2,3603,8,Yes,11,2,0,2,5,2,1,1
583,45,No,4,3,Female,2,17475,6,No,3,3,3,2,2,8,2,4
584,55,No,29,4,Male,4,18709,0,Yes,7,0,0,2,2,8,1,4
585,38,Yes,27,4,Male,1,11020,3,Yes,1,0,0,1,2,4,2,3
586,35,No,4,5,Male,3,3550,3,No,3,1,1,1,1,3,3,1
587,26,No,7,2,Male,2,3372,1,No,17,2,2,1,1,1,3,1
588,50,No,5,1,Male,4,6305,1,Yes,8,8,7,1,2,3,1,2
589,52,No,19,4,Female,3,9611,2,No,7,4,4,2,1,5,1,2
590,32,No,18,5,Female,3,19014,7,No,18,18,5,2,2,5,3,4
591,43,No,1,3,Female,4,4681,3,No,7,7,7,2,3,2,2,1
592,41,No,25,4,Male,3,2259,0,No,16,2,1,2,2,6,2,1
593,45,Yes,27,1,Male,2,4923,6,No,19,1,1,1,4,3,2,1
594,40,No,24,3,Female,3,5244,8,No,16,6,6,2,6,2,2,2
595,43,No,12,2,Female,1,7830,6,No,22,22,11,2,1,4,2,2
596,49,Yes,14,4,Male,4,5916,4,No,4,1,1,1,2,3,1,2
597,29,No,23,2,Male,1,12107,5,Yes,3,0,0,1,2,8,3,3
598,41,Yes,8,2,Female,4,10905,2,No,6,0,0,2,5,4,2,3
599,43,Yes,14,2,Male,4,2005,5,Yes,3,3,3,2,5,3,2,1
600,34,No,8,5,Female,1,16146,5,No,10,0,0,1,1,9,3,4
601,40,No,12,3,Female,1,5138,4,No,7,7,3,1,1,6,2,2
602,45,No,12,1,Female,4,7292,4,No,16,9,9,1,2,3,2,2
603,40,No,6,1,Male,3,2018,4,No,20,1,1,2,1,2,2,1
604,51,Yes,27,5,Male,3,1147,6,Yes,4,0,0,1,4,2,1,1
605,32,No,7,3,Male,4,5355,4,No,2,2,2,3,3,6,3,2
606,29,No,5,3,Female,4,6850,0,No,14,3,3,3,2,3,3,2
607,42,No,2,2,Male,2,2940,4,No,10,1,1,2,1,2,2,1
608,37,No,11,3,Female,1,4884,1,No,8,8,8,2,2,7,2,1
609,49,No,23,2,Female,3,9631,6,No,20,1,1,2,1,6,1,2
610,36,No,11,4,Male,4,3682,0,No,9,3,3,2,2,2,2,1
611,27,No,14,3,Male,4,5908,0,Yes,7,7,4,3,2,3,3,2
612,44,No,17,2,Male,2,10522,2,No,5,0,0,1,2,3,2,3
613,26,No,3,4,Male,3,8785,3,Yes,17,0,0,3,2,4,3,2
614,20,No,7,1,Female,1,1000,6,No,8,8,2,3,1,2,4,1
615,24,No,9,3,Male,3,18738,4,No,5,5,5,1,1,9,4,4
616,30,No,17,4,Male,4,1401,9,No,20,2,2,2,1,3,3,1
617,40,No,21,2,Female,4,8070,0,No,14,8,3,2,2,4,2,2
618,46,No,13,2,Male,2,7411,7,No,10,10,10,2,1,3,1,2
619,28,No,20,3,Female,1,7222,4,No,2,2,2,3,3,3,3,2
620,48,No,6,3,Male,2,2674,9,No,1,1,1,3,2,2,1,1
621,44,No,3,5,Male,3,5480,8,Yes,16,8,7,1,4,3,2,2
622,52,No,21,3,Female,1,2183,7,No,14,1,1,2,2,2,1,1
623,34,No,3,4,Female,1,5948,3,No,15,2,2,2,2,6,3,2
624,30,Yes,7,1,Female,3,4349,9,Yes,11,1,1,1,2,6,3,1
625,41,No,22,3,Male,4,5759,4,No,16,4,2,1,4,3,2,2
626,54,No,20,1,Male,3,1000,6,No,7,7,7,2,3,2,1,1
627,54,No,13,5,Male,4,3393,4,No,20,20,16,2,2,2,1,1
628,36,No,19,4,Female,1,10108,0,No,13,13,13,2,3,6,2,3
629,32,No,15,1,Female,3,3874,5,Yes,2,0,0,2,3,3,3,1
630,30,Yes,17,1,Male,3,1000,8,No,18,2,2,2,2,6,3,1
631,41,No,29,1,Female,1,5059,1,No,9,5,5,2,2,6,2,2
632,45,No,4,5,Male,1,3204,7,Yes,11,11,0,2,1,2,2,1
633,39,No,22,4,Female,2,2087,6,No,11,0,0,1,1,3,2,1
634,39,Yes,20,5,Male,3,8331,0,Yes,17,8,8,2,2,6,2,2
635,22,No,20,3,Female,4,15150,5,No,0,0,0,2,1,9,4,4
636,49,No,19,2,Male,3,5671,2,Yes,6,6,6,2,4,3,1,2
637,60,Yes,11,2,Male,2,8779,9,No,9,0,0,2,5,6,5,2
638,56,No,18,3,Female,2,17289,2,No,13,13,13,1,4,8,5,4
639,42,No,9,4,Male,3,3178,4,No,27,27,9,2,1,6,2,1
640,39,No,16,5,Female,4,2478,2,No,11,11,4,2,2,3,2,1
641,29,No,29,1,Male,3,3281,3,Yes,11,7,0,2,1,2,3,1
642,27,Yes,7,2,Male,2,4310,6,Yes,12,0,0,1,3,3,3,1
643,52,No,11,1,Female,1,2746,2,Yes,9,0,0,2,4,7,1,1
644,35,No,10,1,Male,3,10991,7,No,10,1,1,2,2,4,3,3
645,44,No,1,1,Male,1,10562,8,No,7,4,4,2,1,5,2,3
646,27,No,16,1,Male,3,3017,9,Yes,2,2,2,1,1,6,3,1
647,39,No,6,2,Female,2,9299,7,No,5,5,0,2,3,6,2,2
648,45,No,26,3,Male,3,4095,0,No,19,19,8,1,3,7,2,1
649,21,No,2,5,Female,3,3855,0,No,1,1,1,1,1,3,4,1
650,54,No,10,5,Male,3,9714,2,No,4,1,1,2,1,6,1,2
651,42,Yes,16,3,Male,3,1000,1,No,16,3,3,2,1,3,2,1
652,33,No,25,5,Female,2,4204,5,No,22,22,0,1,3,2,3,1
653,45,Yes,21,2,Female,3,7871,8,Yes,15,1,1,2,2,3,2,2
654,29,Yes,6,5,Male,3,6669,1,Yes,3,2,2,1,1,6,3,2
655,40,No,23,2,Female,1,5162,3,No,14,4,4,2,1,6,2,2
656,27,No,20,4,Male,1,9053,0,No,17,10,10,2,1,4,3,2
657,22,No,22,2,Male,4,1961,5,No,27,27,3,2,2,1,4,1
658,29,Yes,29,5,Male,4,2689,1,No,3,3,0,1,4,2,3,1
659,31,No,22,2,Female,2,4858,1,Yes,15,0,0,2,2,6,3,1
660,21,Yes,25,5,Male,2,1871,4,No,19,2,1,3,2,3,4,1
661,40,No,14,4,Female,4,5581,6,No,4,2,1,2,4,3,2,2
662,33,No,29,5,Male,2,7660,2,No,24,24,4,2,1,4,3,2
663,42,No,18,5,Male,4,6675,6,No,3,3,3,2,2,6,2,2
664,41,No,13,2,Male,3,9316,6,Yes,14,13,8,2,2,5,2,2
665,40,No,21,5,Male,1,16633,4,No,12,2,2,2,3,8,2,4
666,36,No,22,4,Male,1,2263,5,Yes,13,13,12,2,5,3,2,1
667,47,No,9,5,Male,3,11338,2,Yes,19,11,11,2,3,6,1,3
668,52,No,29,3,Male,2,4919,2,No,20,6,0,2,3,2,1,1
669,37,Yes,15,1,Male,4,12306,0,No,7,7,7,2,2,5,2,3
670,36,No,13,3,Female,3,4720,7,No,20,1,1,1,2,2,2,1
671,45,No,24,3,Female,2,18376,7,No,7,1,1,2,2,9,2,4
672,37,No,26,2,Female,3,6369,8,Yes,5,2,2,2,3,3,2,2
673,40,No,4,4,Female,3,4996,3,No,7,3,3,2,2,7,2,1
674,60,No,20,3,Male,3,14819,2,Yes,13,13,9,1,5,5,5,3
675,34,No,28,4,Female,4,5036,5,No,19,5,2,2,6,3,3,2
676,31,Yes,22,1,Male,3,10978,4,No,5,0,0,3,2,4,3,3
677,41,No,10,1,Male,1,5040,7,No,8,4,4,2,4,6,2,2
678,50,No,29,1,Male,3,6469,4,Yes,17,6,6,2,2,6,1,2
679,28,Yes,1,4,Male,3,4288,1,Yes,18,1,1,2,2,2,3,1
680,40,No,3,5,Male,3,10731,5,No,10,1,1,2,2,4,2,3
681,53,No,25,5,Female,2,3412,3,No,11,5,2,2,3,2,1,1
682,53,No,26,5,Female,2,11293,2,No,8,8,8,1,2,8,1,3
683,26,Yes,14,4,Female,4,3662,2,Yes,9,6,5,2,5,2,3,1
684,41,Yes,15,5,Female,3,5588,3,No,18,7,7,2,2,4,2,2
685,34,No,11,2,Male,4,13590,2,No,13,7,5,3,1,9,3,3
686,39,No,29,2,Male,2,14750,5,Yes,18,6,6,2,5,8,2,3
687,50,No,12,1,Male,4,7454,8,No,20,5,2,2,3,4,1,2
688,44,No,24,3,Male,1,5127,7,No,1,1,1,1,3,3,2,2
689,31,No,11,3,Female,2,14332,7,Yes,13,5,0,1,2,8,3,3
690,27,No,8,4,Female,1,13636,0,Yes,14,13,0,2,2,9,3,3
691,53,No,8,1,Female,2,7469,3,No,12,12,12,1,2,3,1,2
692,45,No,2,3,Female,3,4188,6,No,16,16,5,2,2,2,2,1
693,21,No,23,5,Female,2,3238,7,No,14,7,3,3,2,6,4,1
694,43,No,14,3,Male,1,11327,2,No,2,2,2,2,3,5,2,3
695,33,No,27,4,Male,2,16561,2,Yes,8,8,7,2,2,9,3,4
696,39,No,22,3,Female,3,17558,7,No,8,8,7,2,4,4,2,4
697,26,No,23,5,Male,3,4000,3,No,9,4,4,3,2,6,3,1
698,40,No,12,2,Female,1,4348,5,Yes,5,5,3,2,2,7,2,1
699,30,No,12,4,Female,1,3044,2,Yes,13,2,2,2,2,2,3,1
700,31,No,17,3,Male,4,2998,8,No,18,3,3,2,2,3,3,1
701,30,No,1,3,Male,1,14751,6,No,3,3,3,1,5,5,3,3
702,31,No,11,3,Female,2,10164,0,Yes,20,1,1,2,1,4,3,3
703,33,No,27,1,Female,3,8809,8,No,11,10,10,2,2,3,3,2
704,34,No,15,2,Female,3,4511,1,No,7,5,1,1,2,6,3,1
705,34,No,9,2,Male,4,7428,7,Yes,16,0,0,2,1,6,3,2
706,48,No,16,4,Male,3,4077,1,No,3,3,2,2,1,2,1,1
707,37,No,5,1,Male,1,16330,7,No,11,11,11,3,1,9,2,4
